213	1	1.000000 
1516	1	1.000000 
975	2	1.000000 
565	3	1.000000 
86	4	1.000000 
1192	4	1.000000 
1329	4	1.000000 
1164	5	1.000000 
1441	5	1.000000 
1530	5	1.000000 
759	6	1.000000 
788	7	1.000000 
858	7	1.000000 
1187	7	1.000000 
608	8	1.000000 
951	8	1.000000 
1302	8	1.000000 
267	9	1.000000 
507	9	1.000000 
475	10	1.000000 
99	11	1.000000 
220	11	1.000000 
1365	11	1.000000 
378	12	1.000000 
660	12	1.000000 
693	12	1.000000 
828	13	1.000000 
1361	13	1.000000 
1107	14	1.000000 
1178	15	1.000000 
117	16	1.000000 
1267	16	1.000000 
1476	16	1.000000 
346	17	1.000000 
987	17	1.000000 
1234	17	1.000000 
860	18	1.000000 
1087	19	1.000000 
1358	19	1.000000 
1396	19	1.000000 
553	20	1.000000 
699	20	1.000000 
1298	20	1.000000 
278	21	1.000000 
733	21	1.000000 
1021	21	1.000000 
402	22	1.000000 
861	22	1.000000 
955	22	1.000000 
1484	23	1.000000 
971	24	1.000000 
411	25	1.000000 
1334	25	1.000000 
444	26	1.000000 
500	27	1.000000 
717	27	1.000000 
1124	27	1.000000 
194	28	1.000000 
605	28	1.000000 
381	29	1.000000 
1050	29	1.000000 
322	30	1.000000 
644	30	1.000000 
1042	30	1.000000 
648	31	1.000000 
1141	31	1.000000 
398	32	1.000000 
1207	32	1.000000 
940	33	1.000000 
955	33	1.000000 
1470	33	1.000000 
554	34	1.000000 
732	34	1.000000 
1464	34	1.000000 
372	35	1.000000 
858	35	1.000000 
492	36	1.000000 
499	36	1.000000 
644	36	1.000000 
738	37	1.000000 
18	38	1.000000 
829	38	1.000000 
1530	38	1.000000 
166	39	1.000000 
1115	39	1.000000 
381	40	1.000000 
802	40	1.000000 
1240	40	1.000000 
52	41	1.000000 
355	41	1.000000 
1205	42	1.000000 
1217	42	1.000000 
1490	42	1.000000 
658	43	1.000000 
673	43	1.000000 
927	43	1.000000 
10	44	1.000000 
942	44	1.000000 
1293	44	1.000000 
19	45	1.000000 
653	45	1.000000 
1095	45	1.000000 
105	46	1.000000 
251	46	1.000000 
434	46	1.000000 
164	47	1.000000 
487	47	1.000000 
1141	47	1.000000 
13	48	1.000000 
683	48	1.000000 
878	49	1.000000 
528	50	1.000000 
782	50	1.000000 
1377	50	1.000000 
258	51	1.000000 
1136	51	1.000000 
1234	52	1.000000 
1290	52	1.000000 
1132	53	1.000000 
1504	53	1.000000 
612	54	1.000000 
568	55	1.000000 
925	55	1.000000 
1117	55	1.000000 
441	56	1.000000 
88	57	1.000000 
935	57	1.000000 
1193	57	1.000000 
100	58	1.000000 
1000	59	1.000000 
1204	59	1.000000 
1383	59	1.000000 
318	60	1.000000 
377	60	1.000000 
129	61	1.000000 
611	61	1.000000 
1098	61	1.000000 
296	62	1.000000 
342	63	1.000000 
370	63	1.000000 
661	63	1.000000 
936	64	1.000000 
1159	65	1.000000 
768	66	1.000000 
886	66	1.000000 
1453	66	1.000000 
807	67	1.000000 
39	68	1.000000 
471	68	1.000000 
1397	68	1.000000 
234	69	1.000000 
1346	69	1.000000 
1358	69	1.000000 
187	70	1.000000 
298	70	1.000000 
1428	70	1.000000 
994	71	1.000000 
157	72	1.000000 
426	72	1.000000 
1080	72	1.000000 
17	73	1.000000 
981	73	1.000000 
1465	73	1.000000 
119	74	1.000000 
782	74	1.000000 
1040	74	1.000000 
465	75	1.000000 
722	76	1.000000 
1256	76	1.000000 
66	77	1.000000 
480	77	1.000000 
800	77	1.000000 
182	78	1.000000 
671	78	1.000000 
1029	78	1.000000 
169	79	1.000000 
1386	79	1.000000 
436	80	1.000000 
765	80	1.000000 
1392	80	1.000000 
409	81	1.000000 
1477	81	1.000000 
103	82	1.000000 
278	82	1.000000 
294	82	1.000000 
545	83	1.000000 
1216	83	1.000000 
1313	83	1.000000 
378	84	1.000000 
615	84	1.000000 
1494	84	1.000000 
365	85	1.000000 
1424	85	1.000000 
1516	85	1.000000 
71	86	1.000000 
627	87	1.000000 
1201	87	1.000000 
411	88	1.000000 
1001	88	1.000000 
1392	88	1.000000 
118	89	1.000000 
771	89	1.000000 
57	90	1.000000 
552	90	1.000000 
433	91	1.000000 
1417	91	1.000000 
881	92	1.000000 
1098	92	1.000000 
1324	92	1.000000 
906	93	1.000000 
1230	93	1.000000 
1341	93	1.000000 
153	94	1.000000 
176	94	1.000000 
510	94	1.000000 
67	95	1.000000 
249	96	1.000000 
540	96	1.000000 
841	96	1.000000 
338	97	1.000000 
115	98	1.000000 
330	98	1.000000 
877	98	1.000000 
450	99	1.000000 
1432	100	1.000000 
629	101	1.000000 
266	102	1.000000 
795	102	1.000000 
1415	102	1.000000 
569	103	1.000000 
64	104	1.000000 
1227	104	1.000000 
677	105	1.000000 
998	105	1.000000 
1237	105	1.000000 
770	106	1.000000 
438	107	1.000000 
507	107	1.000000 
1513	107	1.000000 
653	108	1.000000 
921	108	1.000000 
761	109	1.000000 
1531	109	1.000000 
445	110	1.000000 
660	110	1.000000 
176	111	1.000000 
1154	111	1.000000 
1276	111	1.000000 
914	112	1.000000 
1276	112	1.000000 
1384	112	1.000000 
755	113	1.000000 
1206	113	1.000000 
1424	113	1.000000 
418	114	1.000000 
834	114	1.000000 
1318	114	1.000000 
514	115	1.000000 
767	115	1.000000 
354	116	1.000000 
1140	116	1.000000 
588	117	1.000000 
295	118	1.000000 
399	118	1.000000 
514	118	1.000000 
323	119	1.000000 
1292	119	1.000000 
1363	119	1.000000 
649	120	1.000000 
859	120	1.000000 
1371	120	1.000000 
1280	121	1.000000 
1289	121	1.000000 
753	122	1.000000 
1223	122	1.000000 
